DATE (UTC),Attributes,Values
53:48.5,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Lateral Acceleration (m/s^2),-0.04
,Vehicle Speed (mph) (Positive is forward direction),78.2
,Longitudinal Acceleration (m/s^2),0.04
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.02
,Accelerator Pedal Position Sensor A (%),0
,Accelerator Pedal Position Sensor B (%),0
,Steering Angle Sensor (degrees) (Positive indicates right turn),0.2
53:49.5,Accelerator Pedal Position Sensor A (%),0
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.1
,Vehicle Speed (mph) (Positive is forward direction),78.2
,Lateral Acceleration (m/s^2),0.2
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.7
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Accelerator Pedal Position Sensor B (%),0
,Longitudinal Acceleration (m/s^2),0.04
53:50.5,Accelerator Pedal Position Sensor B (%),0
,Steering Torque Sensor (Nm) (Positive indicates right turn),-0.1
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Accelerator Pedal Position Sensor A (%),0
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.09
,Vehicle Speed (mph) (Positive is forward direction),78.2
,Lateral Acceleration (m/s^2),-0.1
,Longitudinal Acceleration (m/s^2),0.1
53:51.5,Accelerator Pedal Position Sensor A (%),0
,Vehicle Speed (mph) (Positive is forward direction),78.2
,Longitudinal Acceleration (m/s^2),0.1
,Accelerator Pedal Position Sensor B (%),0
,Steering Angle Sensor (degrees) (Positive indicates right turn),0
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.1
,Lateral Acceleration (m/s^2),-0.14
53:52.5,Steering Torque Sensor (Nm) (Positive indicates right turn),0.01
,Steering Angle Sensor (degrees) (Positive indicates right turn),0
,Vehicle Speed (mph) (Positive is forward direction),78.25
,Accelerator Pedal Position Sensor B (%),0
,Accelerator Pedal Position Sensor A (%),0
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Longitudinal Acceleration (m/s^2),0.1
,Lateral Acceleration (m/s^2),-0.1
53:53.5,Lateral Acceleration (m/s^2),-0.04
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.5
,Vehicle Speed (mph) (Positive is forward direction),78.15
,Accelerator Pedal Position Sensor A (%),0
,Accelerator Pedal Position Sensor B (%),0
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.17
,Longitudinal Acceleration (m/s^2),0.14
53:54.5,Steering Torque Sensor (Nm) (Positive indicates right turn),0.3
,Accelerator Pedal Position Sensor A (%),0
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.59
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Lateral Acceleration (m/s^2),-0.1
,Longitudinal Acceleration (m/s^2),0
,Accelerator Pedal Position Sensor B (%),0
,Vehicle Speed (mph) (Positive is forward direction),78.2
53:55.5,Longitudinal Acceleration (m/s^2),0.1
,Accelerator Pedal Position Sensor B (%),0
,Lateral Acceleration (m/s^2),-0.04
,Vehicle Speed (mph) (Positive is forward direction),78.2
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Accelerator Pedal Position Sensor A (%),0
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.04
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.7
53:56.5,Accelerator Pedal Position Sensor B (%),0
,Accelerator Pedal Position Sensor A (%),0
,Steering Torque Sensor (Nm) (Positive indicates right turn),-0.19
,Lateral Acceleration (m/s^2),-0.04
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.5
,Vehicle Speed (mph) (Positive is forward direction),78.2
,Longitudinal Acceleration (m/s^2),-0.04
53:57.5,Lateral Acceleration (m/s^2),-0.14
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.09
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Accelerator Pedal Position Sensor A (%),0
,Accelerator Pedal Position Sensor B (%),0
,Vehicle Speed (mph) (Positive is forward direction),78.25
,Longitudinal Acceleration (m/s^2),0.1
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.05
53:58.5,Steering Angle Sensor (degrees) (Positive indicates right turn),0.2
,Accelerator Pedal Position Sensor B (%),0
,Accelerator Pedal Position Sensor A (%),0
,Longitudinal Acceleration (m/s^2),0.04
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.14
,Lateral Acceleration (m/s^2),-0.1
,Vehicle Speed (mph) (Positive is forward direction),78.25
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
53:59.5,Steering Torque Sensor (Nm) (Positive indicates right turn),0.22
,Accelerator Pedal Position Sensor B (%),0
,Accelerator Pedal Position Sensor A (%),0
,Longitudinal Acceleration (m/s^2),0
,Vehicle Speed (mph) (Positive is forward direction),78.2
,Lateral Acceleration (m/s^2),0.1
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.7
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
54:00.5,Lateral Acceleration (m/s^2),0.2
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.07
,Accelerator Pedal Position Sensor B (%),0
,Accelerator Pedal Position Sensor A (%),0
,Longitudinal Acceleration (m/s^2),0.1
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Vehicle Speed (mph) (Positive is forward direction),78.25
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.59
54:01.5,Accelerator Pedal Position Sensor A (%),0
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Lateral Acceleration (m/s^2),0.1
,Longitudinal Acceleration (m/s^2),0
,Vehicle Speed (mph) (Positive is forward direction),78.2
,Accelerator Pedal Position Sensor B (%),0
,Steering Torque Sensor (Nm) (Positive indicates right turn),0
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.29
54:01.8,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_CHIME_1, 4.0"
54:02.5,Lateral Acceleration (m/s^2),0
,Accelerator Pedal Position Sensor B (%),0
,Steering Angle Sensor (degrees) (Positive indicates right turn),0.2
,Vehicle Speed (mph) (Positive is forward direction),78.2
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.21
,Longitudinal Acceleration (m/s^2),0
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Accelerator Pedal Position Sensor A (%),0
54:03.4,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_DETECTED, 1.0"
54:03.5,Accelerator Pedal Position Sensor A (%),0
,Accelerator Pedal Position Sensor B (%),0
,Vehicle Speed (mph) (Positive is forward direction),78.2
,Lateral Acceleration (m/s^2),-0.1
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Steering Angle Sensor (degrees) (Positive indicates right turn),1.59
,Longitudinal Acceleration (m/s^2),0
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.39
54:04.3,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_NOT_DETECTED, 2.0"
54:04.5,Vehicle Speed (mph) (Positive is forward direction),78.25
,Lateral Acceleration (m/s^2),0
,Accelerator Pedal Position Sensor A (%),0
,Longitudinal Acceleration (m/s^2),0.04
,Steering Angle Sensor (degrees) (Positive indicates right turn),0.09
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.04
,Accelerator Pedal Position Sensor B (%),0
54:05.5,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.05
,Longitudinal Acceleration (m/s^2),0.04
,Accelerator Pedal Position Sensor A (%),0
,Vehicle Speed (mph) (Positive is forward direction),78.2
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.29
,Lateral Acceleration (m/s^2),0.14
,Accelerator Pedal Position Sensor B (%),0
54:06.5,Longitudinal Acceleration (m/s^2),0
,Accelerator Pedal Position Sensor B (%),0
,Steering Angle Sensor (degrees) (Positive indicates right turn),0.2
,Accelerator Pedal Position Sensor A (%),0
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.01
,Vehicle Speed (mph) (Positive is forward direction),78.15
,Lateral Acceleration (m/s^2),-0.04
54:07.5,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Longitudinal Acceleration (m/s^2),0
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.02
,Accelerator Pedal Position Sensor B (%),0
,Vehicle Speed (mph) (Positive is forward direction),78.2
,Lateral Acceleration (m/s^2),-0.14
,Accelerator Pedal Position Sensor A (%),0
,Steering Angle Sensor (degrees) (Positive indicates right turn),0.79
54:08.5,Accelerator Pedal Position Sensor A (%),0
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.11
,Steering Angle Sensor (degrees) (Positive indicates right turn),0.9
,Vehicle Speed (mph) (Positive is forward direction),78.2
,Accelerator Pedal Position Sensor B (%),0
,Longitudinal Acceleration (m/s^2),0
,Lateral Acceleration (m/s^2),-0.25
54:08.9,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_DETECTED, 1.0"
54:09.5,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Steering Angle Sensor (degrees) (Positive indicates right turn),2.7
,Steering Torque Sensor (Nm) (Positive indicates right turn),5.85
,Vehicle Speed (mph) (Positive is forward direction),78.2
,Accelerator Pedal Position Sensor B (%),0
,Longitudinal Acceleration (m/s^2),0.04
,Lateral Acceleration (m/s^2),-0.39
,Accelerator Pedal Position Sensor A (%),0
54:10.5,Vehicle Speed (mph) (Positive is forward direction),78.09
,Lateral Acceleration (m/s^2),-0.04
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.14
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Longitudinal Acceleration (m/s^2),0.1
,Accelerator Pedal Position Sensor B (%),0
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.2
,Accelerator Pedal Position Sensor A (%),0
54:11.3,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_NOT_DETECTED, 2.0"
54:11.5,Steering Torque Sensor (Nm) (Positive indicates right turn),0.47
,Steering Angle Sensor (degrees) (Positive indicates right turn),1.2
,Accelerator Pedal Position Sensor A (%),0
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Lateral Acceleration (m/s^2),-0.14
,Longitudinal Acceleration (m/s^2),0.14
,Accelerator Pedal Position Sensor B (%),0
,Vehicle Speed (mph) (Positive is forward direction),78.15
54:12.5,Steering Torque Sensor (Nm) (Positive indicates right turn),0
,Lateral Acceleration (m/s^2),-0.14
,Accelerator Pedal Position Sensor B (%),0
,Vehicle Speed (mph) (Positive is forward direction),78.15
,Steering Angle Sensor (degrees) (Positive indicates right turn),0.79
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Accelerator Pedal Position Sensor A (%),0
,Longitudinal Acceleration (m/s^2),0.14
54:13.5,Lateral Acceleration (m/s^2),-0.14
,Steering Angle Sensor (degrees) (Positive indicates right turn),0.59
,Vehicle Speed (mph) (Positive is forward direction),78.15
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.04
,Accelerator Pedal Position Sensor B (%),0
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Accelerator Pedal Position Sensor A (%),0
,Longitudinal Acceleration (m/s^2),0.14
54:14.5,Accelerator Pedal Position Sensor A (%),0
,Longitudinal Acceleration (m/s^2),0.25
,Steering Angle Sensor (degrees) (Positive indicates right turn),1
,Vehicle Speed (mph) (Positive is forward direction),78.15
,Lateral Acceleration (m/s^2),-0.14
,Accelerator Pedal Position Sensor B (%),0
,Steering Torque Sensor (Nm) (Positive indicates right turn),-0.19
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
54:14.6,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_DETECTED, 1.0"
54:15.5,Steering Angle Sensor (degrees) (Positive indicates right turn),0.59
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Lateral Acceleration (m/s^2),0
,Accelerator Pedal Position Sensor A (%),0
,Steering Torque Sensor (Nm) (Positive indicates right turn),-0.21
,Accelerator Pedal Position Sensor B (%),0
,Vehicle Speed (mph) (Positive is forward direction),78.25
,Longitudinal Acceleration (m/s^2),0.29
54:16.4,Driver Seat Occupancy Sensor,"DRIVER_NOT_PRESENT, 0.0"
54:16.5,Accelerator Pedal Position Sensor B (%),0
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.7
,Accelerator Pedal Position Sensor A (%),0
,Longitudinal Acceleration (m/s^2),0.25
,Lateral Acceleration (m/s^2),0.2
,Steering Torque Sensor (Nm) (Positive indicates right turn),1.35
,Vehicle Speed (mph) (Positive is forward direction),78.25
54:16.8,Driver Seat Occupancy Sensor,"DRIVER_PRESENT, 1.0"
54:17.5,Accelerator Pedal Position Sensor B (%),0
,Lateral Acceleration (m/s^2),0.1
,Accelerator Pedal Position Sensor A (%),0
,Steering Torque Sensor (Nm) (Positive indicates right turn),1.34
,Longitudinal Acceleration (m/s^2),0.2
,Vehicle Speed (mph) (Positive is forward direction),78.34
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Steering Angle Sensor (degrees) (Positive indicates right turn),0
54:18.5,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Accelerator Pedal Position Sensor B (%),0
,Longitudinal Acceleration (m/s^2),0.1
,Lateral Acceleration (m/s^2),-0.04
,Steering Angle Sensor (degrees) (Positive indicates right turn),0.5
,Vehicle Speed (mph) (Positive is forward direction),78.34
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.55
,Accelerator Pedal Position Sensor A (%),0
54:19.5,Vehicle Speed (mph) (Positive is forward direction),78.34
,Steering Angle Sensor (degrees) (Positive indicates right turn),0.7
,Lateral Acceleration (m/s^2),-0.04
,Accelerator Pedal Position Sensor B (%),0
,Accelerator Pedal Position Sensor A (%),0
,Steering Torque Sensor (Nm) (Positive indicates right turn),1.38
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Longitudinal Acceleration (m/s^2),0.1
54:20.5,Steering Torque Sensor (Nm) (Positive indicates right turn),0.2
,Accelerator Pedal Position Sensor B (%),0
,Steering Angle Sensor (degrees) (Positive indicates right turn),0.29
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Longitudinal Acceleration (m/s^2),0.04
,Accelerator Pedal Position Sensor A (%),0
,Vehicle Speed (mph) (Positive is forward direction),78.34
,Lateral Acceleration (m/s^2),-0.04
54:21.0,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_NOT_DETECTED, 2.0"
54:21.5,Accelerator Pedal Position Sensor B (%),0
,Lateral Acceleration (m/s^2),0.04
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.09
,Accelerator Pedal Position Sensor A (%),0
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.32
,Vehicle Speed (mph) (Positive is forward direction),78.3
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Longitudinal Acceleration (m/s^2),-0.1
54:22.0,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_DETECTED, 1.0"
54:22.5,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_NOT_DETECTED, 2.0"
54:22.5,Longitudinal Acceleration (m/s^2),0
,Steering Angle Sensor (degrees) (Positive indicates right turn),0.29
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.34
,Vehicle Speed (mph) (Positive is forward direction),78.3
,Accelerator Pedal Position Sensor A (%),0
,Lateral Acceleration (m/s^2),-0.04
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),0
,Accelerator Pedal Position Sensor B (%),0
54:23.1,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_DETECTED, 1.0"
54:23.3,Driver Seat Occupancy Sensor,"DRIVER_NOT_PRESENT, 0.0"
54:23.5,Accelerator Pedal Position Sensor A (%),0
,Vehicle Speed (mph) (Positive is forward direction),78.25
,Accelerator Pedal Position Sensor B (%),0
,Longitudinal Acceleration (m/s^2),-0.04
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.59
,Steering Torque Sensor (Nm) (Positive indicates right turn),1.48
